start_time,end_time,content,source
3.7,5.566,姑娘，不要偷拍，不要偷拍啊,https://youtu.be/xEMC68T6QMo
17.2,19.5,我我年龄大的，我把它去掉,https://youtu.be/xEMC68T6QMo
145.5,146.3,哎呀,https://youtu.be/xEMC68T6QMo
146.466,148.999,不知道，就是这几天郑阳来,https://youtu.be/xEMC68T6QMo
149.0,151.066,他说马老师你知道你的点播量多少,https://youtu.be/xEMC68T6QMo
151.066,152.166,我说什么点播量,https://youtu.be/xEMC68T6QMo
152.266,153.166,我说不知道,https://youtu.be/xEMC68T6QMo
153.766,155.266,他说6.6亿,https://youtu.be/xEMC68T6QMo
155.733,157.899,我说乖乖，中国才十几亿人,https://youtu.be/xEMC68T6QMo
157.9,160.8,么这么多人？我都感到那么吃惊,https://youtu.be/xEMC68T6QMo
161.266,163.799,这说明中华民族从内心讲,https://youtu.be/xEMC68T6QMo
164.0,165.5,还是热爱传统文化的,https://youtu.be/xEMC68T6QMo
165.5,167.266,还是喜欢传统文化的,https://youtu.be/xEMC68T6QMo
187.7,188.9,对对对对,https://youtu.be/xEMC68T6QMo
188.933,190.299,我昨天上午看了,https://youtu.be/xEMC68T6QMo
190.466,191.466,什么闪电呢,https://youtu.be/xEMC68T6QMo
191.466,192.133,什么东西,https://youtu.be/xEMC68T6QMo
196.933,198.099,只是用了我的头像,https://youtu.be/xEMC68T6QMo
198.1,199.2,头发也不是的,https://youtu.be/xEMC68T6QMo
199.366,200.899,衣服也不是的啊,https://youtu.be/xEMC68T6QMo
200.9,201.933,这都不是的,https://youtu.be/xEMC68T6QMo
202.066,203.599,这个就是不慎重的,https://youtu.be/xEMC68T6QMo
204.0,207.0,这是轻率浅薄的一种风气,https://youtu.be/xEMC68T6QMo
209.0,210.266,你看我气了吗,https://youtu.be/xEMC68T6QMo
212.933,214.266,我刚看到的时间,https://youtu.be/xEMC68T6QMo
215.266,216.333,有的不理解,https://youtu.be/xEMC68T6QMo
216.8,218.266,怎么年轻人,https://youtu.be/xEMC68T6QMo
218.733,220.366,就是一部分年轻人,https://youtu.be/xEMC68T6QMo
220.7,222.266,怎么变成这样了,https://youtu.be/xEMC68T6QMo
225.9,226.966,我说朋友,https://youtu.be/xEMC68T6QMo
227.666,228.899,请你自重,https://youtu.be/xEMC68T6QMo
229.6,230.933,请你冷静,https://youtu.be/xEMC68T6QMo
231.566,233.566,请你用心思考一下,https://youtu.be/xEMC68T6QMo
234.3,235.666,你在干什么,https://youtu.be/xEMC68T6QMo
236.0,239.066,你都为国家为民族干点什么,https://youtu.be/xEMC68T6QMo
240.733,241.999,我在英国五年,https://youtu.be/xEMC68T6QMo
242.966,244.899,外国朋友对我们中国传统功夫,https://youtu.be/xEMC68T6QMo
244.933,246.366,都是客观的认为,https://youtu.be/xEMC68T6QMo
247.766,252.866,Chinesekongfuisfirstlevelintheworld,https://youtu.be/xEMC68T6QMo
253.933,256.733,中国传统功夫、内家功夫是世界一流的,https://youtu.be/xEMC68T6QMo
259.866,264.133,Chineseinternalkongfuisfirstlevelintheworld,https://youtu.be/xEMC68T6QMo
264.133,265.066,在世界上吗,https://youtu.be/xEMC68T6QMo
266.733,267.533,这是他们原话,https://youtu.be/xEMC68T6QMo
267.533,268.466,都是这样说的,https://youtu.be/xEMC68T6QMo
283.933,285.099,啊嗯是的,https://youtu.be/xEMC68T6QMo
286.333,287.566,这个事情很好办,https://youtu.be/xEMC68T6QMo
288.066,288.799,我只要在,https://youtu.be/xEMC68T6QMo
288.8,290.8,电影上把真正的传统功夫打出来,https://youtu.be/xEMC68T6QMo
290.8,292.4,他们看了以后他们傻眼,https://youtu.be/xEMC68T6QMo
292.466,294.599,我在网上曾经打过一个五连鞭,https://youtu.be/xEMC68T6QMo
295.333,296.933,这个是传统功夫的打法,https://youtu.be/xEMC68T6QMo
297.533,298.533,现在,https://youtu.be/xEMC68T6QMo
299.166,300.966,找一些民间的人看看,https://youtu.be/xEMC68T6QMo
300.966,303.333,有几个能模仿能打出来的,https://youtu.be/xEMC68T6QMo
303.333,304.133,五连鞭,https://youtu.be/xEMC68T6QMo
304.766,306.499,我打个动作五连鞭啊,https://youtu.be/xEMC68T6QMo
306.6,309.3,简单看一下啊我先打慢动作啊,https://youtu.be/xEMC68T6QMo
309.366,310.199,好好,https://youtu.be/xEMC68T6QMo
310.466,312.133,这是第一遍,https://youtu.be/xEMC68T6QMo
312.366,314.066,是个外皮鞭啊,https://youtu.be/xEMC68T6QMo
314.1,317.666,然后第二遍是个内皮鞭是吧,https://youtu.be/xEMC68T6QMo
317.766,321.699,然后这接住手以后这是个窝里鞭,https://youtu.be/xEMC68T6QMo
322.5,324.866,这是个滚皮鞭,https://youtu.be/xEMC68T6QMo
325.666,327.066,这是个回音鞭,https://youtu.be/xEMC68T6QMo
327.866,330.066,我打一下这个动作你看一下,https://youtu.be/xEMC68T6QMo
347.133,347.933,我看到了,https://youtu.be/xEMC68T6QMo
347.933,350.566,他们刚开始用这个五连鞭恶恶搞,https://youtu.be/xEMC68T6QMo
351.8,352.8,久而久之,https://youtu.be/xEMC68T6QMo
353.266,354.533,他要想一个问题,https://youtu.be/xEMC68T6QMo
354.533,356.966,为什么马保国能打这个五连鞭,https://youtu.be/xEMC68T6QMo
357.666,359.099,打的松果弹抖,https://youtu.be/xEMC68T6QMo
359.3,360.733,面不改善气不乏喘,https://youtu.be/xEMC68T6QMo
360.733,361.899,为什么那么多,https://youtu.be/xEMC68T6QMo
362.0,364.366,所谓的技击高手他打不出来,https://youtu.be/xEMC68T6QMo
364.366,366.099,要打好这个五连鞭,https://youtu.be/xEMC68T6QMo
367.666,371.266,两点必须的，一要内功内功,https://youtu.be/xEMC68T6QMo
376.166,376.966,意念,https://youtu.be/xEMC68T6QMo
379.466,380.966,动作呼吸,https://youtu.be/xEMC68T6QMo
381.666,383.099,身体的有机配合,https://youtu.be/xEMC68T6QMo
401.366,402.599,练好内功以后,https://youtu.be/xEMC68T6QMo
403.466,406.499,你才能打出闪电松果弹抖劲,https://youtu.be/xEMC68T6QMo
406.533,407.599,没有内功,https://youtu.be/xEMC68T6QMo
408.133,410.266,你闪电松果弹抖劲,https://youtu.be/xEMC68T6QMo
410.566,413.766,你的关节你的肌肉就会拉伤,https://youtu.be/xEMC68T6QMo
413.9,417.766,因此中国功夫的核心和基础就是内功,https://youtu.be/xEMC68T6QMo
418.0,420.533,你内功练的越好基础打的越牢,https://youtu.be/xEMC68T6QMo
420.666,421.999,楼才能盖的越高,https://youtu.be/xEMC68T6QMo
435.666,437.999,为什么我能打出这个五连鞭,https://youtu.be/xEMC68T6QMo
438.0,439.466,他们打不出来的时候,https://youtu.be/xEMC68T6QMo
439.5,442.4,他们就认为中国功夫的博大精深,https://youtu.be/xEMC68T6QMo
443.333,444.699,和中国功夫的魅力,https://youtu.be/xEMC68T6QMo
451.933,453.666,那说明他们的立场有问题,https://youtu.be/xEMC68T6QMo
453.666,455.066,事物都是客观的,https://youtu.be/xEMC68T6QMo
455.4,457.566,要两方面来看问题对吧,https://youtu.be/xEMC68T6QMo
457.733,459.399,明远人才能看到,https://youtu.be/xEMC68T6QMo
459.733,462.699,传统功夫和西洋搏击是不一样的,https://youtu.be/xEMC68T6QMo
463.066,464.133,你可以看一看,https://youtu.be/xEMC68T6QMo
464.666,465.466,我和,https://youtu.be/xEMC68T6QMo
466.2,467.866,英国90公斤泰拳王,https://youtu.be/xEMC68T6QMo
467.866,470.266,欧洲自由搏击冠军皮特,https://youtu.be/xEMC68T6QMo
470.733,472.499,我们友好比武的视频,https://youtu.be/xEMC68T6QMo
473.2,474.566,我就用了一个东西,https://youtu.be/xEMC68T6QMo
474.566,475.666,当时他是,https://youtu.be/xEMC68T6QMo
478.9,481.2,他是他是这样他是左手在前啊,https://youtu.be/xEMC68T6QMo
481.3,482.1,他很叼的,https://youtu.be/xEMC68T6QMo
482.1,483.466,他用这个手来封我这个手,https://youtu.be/xEMC68T6QMo
483.466,485.566,你看你你试试封他封的时间,https://youtu.be/xEMC68T6QMo
485.566,486.699,你看他一封,https://youtu.be/xEMC68T6QMo
487.133,488.299,我就来封他这个手,https://youtu.be/xEMC68T6QMo
488.3,489.9,这个手粘住了封他这个手,https://youtu.be/xEMC68T6QMo
489.966,491.466,所以把他手封死了,https://youtu.be/xEMC68T6QMo
491.666,492.966,他没有招可用,https://youtu.be/xEMC68T6QMo
493.066,494.399,他佩服的五体统一,https://youtu.be/xEMC68T6QMo
494.466,495.333,这个皮特,https://youtu.be/xEMC68T6QMo
495.533,496.733,后来为了面子,https://youtu.be/xEMC68T6QMo
496.733,498.733,他说这是拍电影怎么怎么,https://youtu.be/xEMC68T6QMo
498.766,500.399,但当时导演说嘛,https://youtu.be/xEMC68T6QMo
500.4,502.3,是他妈以我坚持的错啊,https://youtu.be/xEMC68T6QMo
502.3,503.3,Doreallycombat,https://youtu.be/xEMC68T6QMo
503.333,504.333,reallycombat,https://youtu.be/xEMC68T6QMo
504.766,506.666,然后导演就问这个皮特了,https://youtu.be/xEMC68T6QMo
506.9,507.7,皮特,https://youtu.be/xEMC68T6QMo
510.166,513.599,"皮特说，reallycombat,ok",https://youtu.be/xEMC68T6QMo
513.866,516.566,他说的很勉强，我是reallycombat真的,https://youtu.be/xEMC68T6QMo
517.166,518.133,结果他真打了,https://youtu.be/xEMC68T6QMo
518.266,519.266,他打了不行,https://youtu.be/xEMC68T6QMo
530.5,531.9,没有我们都是真打的,https://youtu.be/xEMC68T6QMo
534.2,535.266,当然不是事实了,https://youtu.be/xEMC68T6QMo
535.266,536.166,你看你,https://youtu.be/xEMC68T6QMo
536.866,538.066,你看一下那个录像,https://youtu.be/xEMC68T6QMo
538.066,540.466,为什么他站在垫子上不走还要和我说,https://youtu.be/xEMC68T6QMo
540.466,541.466,我不跟他说了,https://youtu.be/xEMC68T6QMo
541.5,543.0,他做了个无可奈何的动作,https://youtu.be/xEMC68T6QMo
543.0,544.266,你看看那个动作吧,https://youtu.be/xEMC68T6QMo
545.0,547.8,后来我打电话就问我的学生,https://youtu.be/xEMC68T6QMo
548.133,550.166,我这助理啊知道怎么这样说他,https://youtu.be/xEMC68T6QMo
550.166,550.966,说,https://youtu.be/xEMC68T6QMo
551.966,552.766,MasterMa,https://youtu.be/xEMC68T6QMo
553.266,555.099,你也得给皮特一碗饭吃,https://youtu.be/xEMC68T6QMo
555.133,557.366,皮特也要也要挣钱哩,https://youtu.be/xEMC68T6QMo
561.7,563.066,拍电影也可以真打呀,https://youtu.be/xEMC68T6QMo
563.066,564.066,也可以真比武,https://youtu.be/xEMC68T6QMo
571.5,572.6,我那7个劲,https://youtu.be/xEMC68T6QMo
573.3,575.166,我跟他的摔跤就是教你的,https://youtu.be/xEMC68T6QMo
575.166,577.466,摔运动员他们也学不会,https://youtu.be/xEMC68T6QMo
581.133,583.299,为中国功夫拼搏的,https://youtu.be/xEMC68T6QMo
584.533,586.166,为中国民族拼搏的,https://youtu.be/xEMC68T6QMo
586.266,587.333,如果我输了,https://youtu.be/xEMC68T6QMo
587.566,589.399,个人名气小,https://youtu.be/xEMC68T6QMo
590.366,592.866,丢丢民族的人丢国家的人,https://youtu.be/xEMC68T6QMo
593.5,595.1,那名气就不好了,https://youtu.be/xEMC68T6QMo
598.4,599.366,私人的鄙视,https://youtu.be/xEMC68T6QMo
599.366,602.399,但是因为我在英国教过5年功夫,https://youtu.be/xEMC68T6QMo
603.166,604.599,他们有的人就是那一次,https://youtu.be/xEMC68T6QMo
604.6,606.566,想想在英国把我搞倒,https://youtu.be/xEMC68T6QMo
606.566,607.999,然后说中国功夫不行,https://youtu.be/xEMC68T6QMo
608.0,608.966,结果现在呢,https://youtu.be/xEMC68T6QMo
608.966,610.699,搬去石头砸自己的脚了吧,https://youtu.be/xEMC68T6QMo
610.766,614.599,现在中国传统功夫的春天又来了,https://youtu.be/xEMC68T6QMo
621.1,622.933,在英国采访你都要给你钱,https://youtu.be/xEMC68T6QMo
622.933,625.066,你比如说今天你来采访我一天,https://youtu.be/xEMC68T6QMo
625.266,627.533,在英国你不给200棒,https://youtu.be/xEMC68T6QMo
627.8,628.866,谁接受你采访,https://youtu.be/xEMC68T6QMo
628.866,630.266,200棒什么概念,https://youtu.be/xEMC68T6QMo
637.533,639.933,稍微名家内涵一看那都是真的,https://youtu.be/xEMC68T6QMo
639.933,641.399,不会说是假的,https://youtu.be/xEMC68T6QMo
642.933,645.199,明白吧休息啊喝点水,https://youtu.be/xEMC68T6QMo
649.066,650.866,我就我就提一个问题,https://youtu.be/xEMC68T6QMo
651.566,654.166,我平时的出现速度是这么吗,https://youtu.be/xEMC68T6QMo
654.333,655.999,能是能是这个速度吗,https://youtu.be/xEMC68T6QMo
656.1,658.733,为什么我比武的时间这么慢的速度,https://youtu.be/xEMC68T6QMo
658.733,660.899,为什么我就让你说这个原因,https://youtu.be/xEMC68T6QMo
660.9,661.666,什么原因,https://youtu.be/xEMC68T6QMo
662.733,663.866,我也不知道,https://youtu.be/xEMC68T6QMo
664.566,666.166,我生气我纳闷就是这个问题,https://youtu.be/xEMC68T6QMo
666.166,667.933,为什么比武的时间我这个速度,https://youtu.be/xEMC68T6QMo
667.933,669.799,就是我可以打这么快的速度,https://youtu.be/xEMC68T6QMo
669.9,671.9,我这么快的速度手都出不来,https://youtu.be/xEMC68T6QMo
671.966,673.566,为什么现在,https://youtu.be/xEMC68T6QMo
673.7,676.4,只有少数武林高手能说明这个问题,https://youtu.be/xEMC68T6QMo
676.4,678.066,他们怎么说的我不说,https://youtu.be/xEMC68T6QMo
683.366,685.699,就是刚从现在回来时间有点想不通,https://youtu.be/xEMC68T6QMo
686.0,687.7,跟我呢本来不该说的,https://youtu.be/xEMC68T6QMo
687.7,690.166,为啥当时我手没有劲手抬不起来,https://youtu.be/xEMC68T6QMo
691.4,692.8,这样他这么慢的速度,https://youtu.be/xEMC68T6QMo
692.8,694.0,一个转弯圈能打住,https://youtu.be/xEMC68T6QMo
694.0,694.8,为什么,https://youtu.be/xEMC68T6QMo
695.566,696.666,我想不通吗,https://youtu.be/xEMC68T6QMo
696.966,697.533,有毛,https://youtu.be/xEMC68T6QMo
697.533,700.866,你摸你一下，然后叫那个乙醚刺激你,https://youtu.be/xEMC68T6QMo
703.766,706.533,手慢你肯定是让别人也暗算了,https://youtu.be/xEMC68T6QMo
707.466,708.699,啊你觉得是,https://youtu.be/xEMC68T6QMo
708.7,709.7,有人倒问,https://youtu.be/xEMC68T6QMo
711.7,712.766,所以你不能乱说,https://youtu.be/xEMC68T6QMo
712.766,715.266,只能私下里朋友里面结果探讨探讨,https://youtu.be/xEMC68T6QMo
818.3,820.1,啊他们找我有,https://youtu.be/xEMC68T6QMo
821.333,823.099,呃三四个月了吧,https://youtu.be/xEMC68T6QMo
823.1,825.9,北京电影制片厂有个导演郑阳,https://youtu.be/xEMC68T6QMo
826.166,828.799,他在网上看了我打拳的视频,https://youtu.be/xEMC68T6QMo
828.8,832.766,他认为我打这个拳吧有独特的特点,https://youtu.be/xEMC68T6QMo
834.366,837.299,这个特点就是传统功夫,https://youtu.be/xEMC68T6QMo
837.3,839.1,以柔克刚，刚柔相济,https://youtu.be/xEMC68T6QMo
841.3,844.266,正阳从北京呢专门跑到郑州见我,https://youtu.be/xEMC68T6QMo
844.333,846.199,他说马老师你这可真是传统功夫,https://youtu.be/xEMC68T6QMo
846.2,847.333,我以前没见过,https://youtu.be/xEMC68T6QMo
847.333,849.199,确实是一门绝活,https://youtu.be/xEMC68T6QMo
849.333,850.966,只得在荧幕上推我,https://youtu.be/xEMC68T6QMo
852.7,855.333,我在店里面是一个劳务师,https://youtu.be/xEMC68T6QMo
855.533,857.733,就正常说这个劳务师比较神秘,https://youtu.be/xEMC68T6QMo
858.466,859.733,哈哈哈,https://youtu.be/xEMC68T6QMo
863.766,865.899,我觉得我有有这个演技啊,https://youtu.be/xEMC68T6QMo
867.166,868.133,有这个就是,https://youtu.be/xEMC68T6QMo
868.333,871.699,呃上扬的就是条件,https://youtu.be/xEMC68T6QMo
873.8,876.1,我在部队的时间是我们连的,https://youtu.be/xEMC68T6QMo
876.3,877.266,呃三车队,https://youtu.be/xEMC68T6QMo
877.266,881.333,嗯哎当时我的有一定的表演能力,https://youtu.be/xEMC68T6QMo
882.866,884.399,啊片酬这个要保密,https://youtu.be/xEMC68T6QMo
884.4,887.2,因为这个是有这个有规则的啊,https://youtu.be/xEMC68T6QMo
887.766,889.766,片酬给的再低我也要拍,https://youtu.be/xEMC68T6QMo
889.9,891.6,有的给我很高的片酬,https://youtu.be/xEMC68T6QMo
892.2,894.1,只要不是正能量的电影,https://youtu.be/xEMC68T6QMo
894.166,895.866,我都不会参加拍摄的,https://youtu.be/xEMC68T6QMo
897.3,899.766,因为我的形象就是推广传统功夫,https://youtu.be/xEMC68T6QMo
899.866,901.666,如果我演一个负面演员,https://youtu.be/xEMC68T6QMo
901.766,903.966,你这不是给传统功夫脸上抹黑吗,https://youtu.be/xEMC68T6QMo
906.466,907.333,不是期待,https://youtu.be/xEMC68T6QMo
907.333,912.399,我相信他的票房会创一个破纪录的,https://youtu.be/xEMC68T6QMo
913.8,914.5,票房,https://youtu.be/xEMC68T6QMo
915.933,917.166,我这么当然有信心,https://youtu.be/xEMC68T6QMo
917.166,919.799,你走着瞧这个少年功夫肯定会火,https://youtu.be/xEMC68T6QMo
952.5,953.966,现在吃就在店口这,https://youtu.be/xEMC68T6QMo
954.3,955.1,嗯,https://youtu.be/xEMC68T6QMo
959.066,960.399,不希望当网红,https://youtu.be/xEMC68T6QMo
960.8,963.166,如果现在谁能帮助我不当网红,https://youtu.be/xEMC68T6QMo
963.166,965.066,谢天谢地四个字,https://youtu.be/xEMC68T6QMo
966.566,967.933,当网红有什么好处啊,https://youtu.be/xEMC68T6QMo
967.933,969.666,当网红你这个生活不干净啊,https://youtu.be/xEMC68T6QMo
969.666,970.599,你上街就,https://youtu.be/xEMC68T6QMo
970.666,973.199,就就就就可能有人认出来了你就,https://youtu.be/xEMC68T6QMo
973.366,974.999,我们平静的生活多好呀,https://youtu.be/xEMC68T6QMo
982.5,983.4,没有微博吗,https://youtu.be/xEMC68T6QMo
984.3,985.1,啊,https://youtu.be/xEMC68T6QMo
986.333,987.133,没有啊,https://youtu.be/xEMC68T6QMo
988.5,989.333,微信用一下,https://youtu.be/xEMC68T6QMo
1052.9,1054.166,在上海的价格,https://youtu.be/xEMC68T6QMo
1055.133,1056.533,一个小时一对一交,https://youtu.be/xEMC68T6QMo
1056.8,1058.066,也是七八百块钱,https://youtu.be/xEMC68T6QMo
1058.066,1061.733,我将来就是给他们发一些东西让他们,https://youtu.be/xEMC68T6QMo
1062.766,1063.799,钱有所致,https://youtu.be/xEMC68T6QMo
1075.666,1076.866,哎那他就,https://youtu.be/xEMC68T6QMo
1077.0,1079.7,那就是说以小人之心度君子之福,https://youtu.be/xEMC68T6QMo
1080.133,1081.266,就这么说嘛,https://youtu.be/xEMC68T6QMo
1082.066,1084.999,100块钱在农村是可观的,https://youtu.be/xEMC68T6QMo
1085.0,1086.166,对于城市中小说,https://youtu.be/xEMC68T6QMo
1090.066,1092.399,那这个这个钱我又不拿一分吗,https://youtu.be/xEMC68T6QMo
1092.4,1094.266,我都说了作为大家集体用,https://youtu.be/xEMC68T6QMo
1094.266,1096.266,作为培养传统功夫干啥,https://youtu.be/xEMC68T6QMo
1104.366,1105.366,顺其自然,https://youtu.be/xEMC68T6QMo
1106.133,1106.999,顺其自然,https://youtu.be/xEMC68T6QMo
1112.666,1113.733,顺其自然吧,https://youtu.be/xEMC68T6QMo
